sp_id,family,seeded_1_2,seeded_3_6,seeded_7_10,native,duration,fg,c_score,conservatism,latin,taxon,syn_ladd_thomas,01-A.2017.Spring,01-B.2017.Spring,01-C.2017.Spring,01-D.2017.Spring,01-E.2017.Spring,02-A.2017.Spring,02-B.2017.Spring,02-C.2017.Spring,02-D.2017.Spring,02-E.2017.Spring,03-A.2017.Spring,03-B.2017.Spring,03-C.2017.Spring,03-D.2017.Spring,03-E.2017.Spring,04-A.2017.Spring,04-B.2017.Spring,04-C.2017.Spring,04-D.2017.Spring,04-E.2017.Spring,05-A.2017.Spring,05-B.2017.Spring,05-C.2017.Spring,05-D.2017.Spring,05-E.2017.Spring,06-A.2017.Spring,06-B.2017.Spring,06-C.2017.Spring,06-D.2017.Spring,06-E.2017.Spring,07-A.2017.Spring,07-B.2017.Spring,07-C.2017.Spring,07-D.2017.Spring,07-E.2017.Spring,08-A.2017.Spring,08-B.2017.Spring,08-C.2017.Spring,08-D.2017.Spring,08-E.2017.Spring,09-A.2017.Spring,09-B.2017.Spring,09-C.2017.Spring,09-D.2017.Spring,09-E.2017.Spring,10-A.2017.Spring,10-B.2017.Spring,10-C.2017.Spring,10-D.2017.Spring,10-E.2017.Spring,01-A.2018.Spring,01-B.2018.Spring,01-C.2018.Spring,01-D.2018.Spring,01-E.2018.Spring,02-A.2018.Spring,02-B.2018.Spring,02-C.2018.Spring,02-D.2018.Spring,02-E.2018.Spring,03-A.2018.Spring,03-B.2018.Spring,03-C.2018.Spring,03-D.2018.Spring,03-E.2018.Spring,04-A.2018.Spring,04-B.2018.Spring,04-C.2018.Spring,04-D.2018.Spring,04-E.2018.Spring,05-A.2018.Spring,05-B.2018.Spring,05-C.2018.Spring,05-D.2018.Spring,05-E.2018.Spring,06-A.2018.Spring,06-B.2018.Spring,06-C.2018.Spring,06-D.2018.Spring,06-E.2018.Spring,07-A.2018.Spring,07-B.2018.Spring,07-C.2018.Spring,07-D.2018.Spring,07-E.2018.Spring,08-A.2018.Spring,08-B.2018.Spring,08-C.2018.Spring,08-D.2018.Spring,08-E.2018.Spring,09-A.2018.Spring,09-B.2018.Spring,09-C.2018.Spring,09-D.2018.Spring,09-E.2018.Spring,10-A.2018.Spring,10-B.2018.Spring,10-C.2018.Spring,10-D.2018.Spring,10-E.2018.Spring,01-A.2018.Fall,01-B.2018.Fall,01-C.2018.Fall,01-D.2018.Fall,01-E.2018.Fall,02-A.2018.Fall,02-B.2018.Fall,02-C.2018.Fall,02-D.2018.Fall,02-E.2018.Fall,03-A.2018.Fall,03-B.2018.Fall,03-C.2018.Fall,03-D.2018.Fall,03-E.2018.Fall,04-A.2018.Fall,04-B.2018.Fall,04-C.2018.Fall,04-D.2018.Fall,04-E.2018.Fall,05-A.2018.Fall,05-B.2018.Fall,05-C.2018.Fall,05-D.2018.Fall,05-E.2018.Fall,06-A.2018.Fall,06-B.2018.Fall,06-C.2018.Fall,06-D.2018.Fall,06-E.2018.Fall,07-A.2018.Fall,07-B.2018.Fall,07-C.2018.Fall,07-D.2018.Fall,07-E.2018.Fall,08-A.2018.Fall,08-B.2018.Fall,08-C.2018.Fall,08-D.2018.Fall,08-E.2018.Fall,09-A.2018.Fall,09-B.2018.Fall,09-C.2018.Fall,09-D.2018.Fall,09-E.2018.Fall,10-A.2018.Fall,10-B.2018.Fall,10-C.2018.Fall,10-D.2018.Fall,10-E.2018.Fall,01-A.2019.Spring,01-B.2019.Spring,01-C.2019.Spring,01-D.2019.Spring,01-E.2019.Spring,02-A.2019.Spring,02-B.2019.Spring,02-C.2019.Spring,02-D.2019.Spring,02-E.2019.Spring,03-A.2019.Spring,03-B.2019.Spring,03-C.2019.Spring,03-D.2019.Spring,03-E.2019.Spring,04-A.2019.Spring,04-B.2019.Spring,04-C.2019.Spring,04-D.2019.Spring,04-E.2019.Spring,05-A.2019.Spring,05-B.2019.Spring,05-C.2019.Spring,05-D.2019.Spring,05-E.2019.Spring,06-A.2019.Spring,06-B.2019.Spring,06-C.2019.Spring,06-D.2019.Spring,06-E.2019.Spring,07-A.2019.Spring,07-B.2019.Spring,07-C.2019.Spring,07-D.2019.Spring,07-E.2019.Spring,08-A.2019.Spring,08-B.2019.Spring,08-C.2019.Spring,08-D.2019.Spring,08-E.2019.Spring,09-A.2019.Spring,09-B.2019.Spring,09-C.2019.Spring,09-D.2029.Spring,09-E.2019.Spring,10-A.2019.Spring,10-B.2019.Spring,10-C.2019.Spring,10-D.2019.Spring,10-E.2019.Spring,01-A.2019.Fall,01-B.2019.Fall,01-C.2019.Fall,01-D.2019.Fall,01-E.2019.Fall,02-A.2019.Fall,02-B.2019.Fall,02-C.2019.Fall,02-D.2019.Fall,02-E.2019.Fall,03-A.2019.Fall,03-B.2019.Fall,03-C.2019.Fall,03-D.2019.Fall,03-E.2019.Fall,04-A.2019.Fall,04-B.2019.Fall,04-C.2019.Fall,04-D.2019.Fall,04-E.2019.Fall,05-A.2019.Fall,05-B.2019.Fall,05-C.2019.Fall,05-D.2019.Fall,05-E.2019.Fall,06-A.2019.Fall,06-B.2019.Fall,06-C.2019.Fall,06-D.2019.Fall,06-E.2019.Fall,07-A.2019.Fall,07-B.2019.Fall,07-C.2019.Fall,07-D.2019.Fall,07-E.2019.Fall,08-A.2019.Fall,08-B.2019.Fall,08-C.2019.Fall,08-D.2019.Fall,08-E.2019.Fall,09-A.2019.Fall,09-B.2019.Fall,09-C.2019.Fall,09-D.2019.Fall,09-E.2019.Fall,10-A.2019.Fall,10-B.2019.Fall,10-C.2019.Fall,10-D.2019.Fall,10-E.2019.Fall
71,Cyperaceae,yes,no,no,yes,perennial,sedge,3,ruderal,Carex texensis,cartex,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
72,Cyperaceae,no,no,yes,yes,perennial,sedge,3,ruderal,Carex vulpinoidea,carvul,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
73,Cyperaceae,no,no,no,NA,NA,NA,NA,NA,Carex wide squishy stem,carsp4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
74,Juglandaceae,no,no,no,yes,tree,tree,5,matrix,Carya cordiformis,carcor,,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,3,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,0,0,0,0,0,0
75,Juglandaceae,no,no,no,yes,tree,tree,4,matrix,Carya ovata,carova,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0.5,0
76,Caryophyllaceae,no,no,no,NA,NA,NA,NA,NA,Caryophyllaceae  sp.,carysp,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
77,Celastraceae,no,no,no,no,woody,vine,NA,NA,Celastrus orbiculatus,celorb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,NA,12,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.5,NA,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,NA,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,NA,7,2,0,1,0,0
78,Celastraceae,no,no,no,yes,woody,vine,3,ruderal,Celastrus scandens,celsca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,10,0.5,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
79,Cannabaceae,no,no,no,yes,tree,tree,3,ruderal,Celtis occidentalis,celocc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,3,1,0,0,0.5,0,0,0.5,0,0,0,0,0,NA,0,0,0,0,0,0
80,Fabaceae,no,no,no,yes,tree,tree,3,ruderal,Cercis canadensis,cercan,,0,0,0,0,0,0.5,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
81,Fabaceae,no,no,no,yes,annual,legume,2,ruderal,Chamaecrista fasciculata,chafas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
82,Poaceae,yes,yes,yes,yes,perennial,grass,4,matrix,Chasmanthium latifolium,chalat,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,2,0.5,0.5,2,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2,1,0,2,0.5,0,0,0,NA,0,1,0,0.5,0,0.5,1,1,1,1,3,0,0,0,0,0,1,0.5,2,1,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.5,0.5,0.5,0,0,0,NA,0,0,0,0,0.5,0.5,4,4,0,15,1,0,0,0,0,0,0.5,2,0.5,1,0.5,0.5,0.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,2,7,0.5,0,0,0,NA,0,1,0,0.5,0,3,7,5,4,10,10,0,0,0,0,0,2,2,0.5,2,4,2,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,3,1,0,0,0,NA,0,0,0,0.5,3,1
83,Plantaginaceae,no,no,yes,yes,perennial,forb,10,conservative,Chelone obliqua,cheobl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
84,Poaceae,no,yes,yes,yes,perennial,grass,7,conservative,Cinna arundinacea,cinaru,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,2,3,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,0,0,0,0,NA,0,0,0,2,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,20,20,0,0,0,NA,0,20,20,30,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,25,20,0,0,0,NA,0,7,17,15,15,10
85,Onagraceae,no,no,no,yes,perennial,forb,2,ruderal,Circaea lutetiana,cirlut,,0,0,0,0,0,0,0,0,0,0,0.5,3,0,0,0,20,3,5,2,5,0,0,0,0,0,5,1,3,10,15,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0,1,0,1,0,5,0.5,0,0,10,5,20,5,7,0,0,0,0,0,15,3,5,17,10,0,1,0,0,0,0.5,0.5,0.5,0,0,2,10,8,NA,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,3,5,1,6,0,0,0,0,0,50,15,3,3,3,0,2,0,0,0,0,0,0,0,0,1,10,5,NA,0.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
86,Asteraceae,no,no,yes,yes,biennial,forb,10,conservative,Cirsium muticum,cirmut,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
87,Montiaceae,yes,yes,no,yes,perennial,forb,3,ruderal,Claytonia virginica,clavir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
88,Asteraceae,no,no,no,yes,annual,forb,0,ruderal,Conyza canadensis var. canadensis,concan,,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,8,5,8,0.5,0,0,0,1,2,0.5,0,0.5,0.5,0,0.5,5,15,1,5,0.5,5,1,0,1,15,50,0,1,3,0,0.5,0.5,0,0.5,0,0,0,NA,0,0.5,0,0,2,0,0,1,0.5,3,2,1,10,5,8,3,0,0,0,1,1,0,0,0,0,0,0.5,0.5,1,0.5,1,0.5,1,1,0.5,1,20,40,0,2,1,1,0,0,0,0,0,0,0,NA,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
89,Asteraceae,yes,no,no,yes,perennial,forb,6,matrix,Coreopsis tripteris,cortri,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
